comuna,año,enero,febrero,marzo,abril,mayo,junio,julio,agosto,septiembre,octubre,noviembre,diciembre
Alhué,2020,4,4,7,3,2,,,,,,,
Alhué,2019,2,,5,3,2,6,2,,4,3,4,5
Alhué,2018,1,2,2,8,1,5,1,4,8,6,3,
Alhué,2017,3,4,2,4,3,3,1,2,6,1,2,2
Alhué,2016,5,,1,2,1,3,4,2,1,4,5,4
Alhué,2015,1,2,4,1,1,5,1,1,2,5,1,2
Alhué,2014,3,4,3,3,2,5,2,1,3,2,6,2
Alhué,2013,3,1,5,3,3,1,2,4,3,5,2,2
Alhué,2012,5,,3,2,3,6,1,1,2,3,3,2
Alhué,2011,2,2,2,1,3,2,5,3,2,2,2,2
Alhué,2010,4,3,3,,3,1,5,4,6,2,1,6
Alhué,2009,4,6,,1,1,1,1,3,2,4,2,2
Alhué,2008,2,2,2,,2,2,2,,2,,,4
Alhué,2007,3,2,1,2,1,4,2,3,,5,,
Alhué,2006,3,,4,2,2,2,1,3,3,3,3,2
Alhué,2005,2,1,1,5,2,4,6,3,3,1,2,4
Alhué,2004,2,1,1,4,2,3,,3,4,,2,6
Alhué,2003,1,,2,1,3,,2,1,2,2,2,4
Alhué,2002,1,2,3,1,3,2,4,1,2,4,1,1
Alhué,2001,3,1,,3,5,4,,1,,1,3,6
Alhué,2000,2,,1,2,2,5,1,3,2,4,2,4
Buin,2020,34,29,35,44,51,,,,,,,
Buin,2019,35,43,30,36,43,44,56,51,51,41,38,40
Buin,2018,24,25,35,47,30,50,32,40,37,33,41,38
Buin,2017,67,26,30,35,58,58,57,41,37,55,39,38
Buin,2016,37,41,39,26,32,32,32,42,32,32,35,36
Buin,2015,34,29,36,30,42,43,33,38,52,44,23,33
Buin,2014,33,31,31,37,33,42,35,44,31,36,35,29
Buin,2013,32,33,29,41,34,44,40,30,35,26,37,34
Buin,2012,37,29,32,28,39,24,32,31,32,41,32,25
Buin,2011,30,31,32,21,46,34,32,38,35,42,28,27
Buin,2010,29,30,24,30,39,26,54,35,26,34,35,30
Buin,2009,33,28,21,31,32,25,43,38,34,33,21,30
Buin,2008,36,16,28,38,31,27,26,27,27,29,28,28
Buin,2007,32,30,25,22,31,44,41,32,33,21,15,37
Buin,2006,22,17,23,32,23,23,30,29,35,24,24,30
Buin,2005,24,27,20,26,26,29,41,26,26,33,26,35
Buin,2004,23,15,26,32,22,47,40,27,25,31,28,21
Buin,2003,26,17,23,29,36,23,42,41,26,19,18,28
Buin,2002,21,20,25,18,38,28,28,23,28,27,25,16
Buin,2001,21,16,32,23,21,32,27,21,15,30,20,30
Buin,2000,22,29,22,18,19,42,22,21,26,16,21,27
Calera de Tango,2020,9,8,13,12,12,,,,,,,
Calera de Tango,2019,13,2,15,14,11,11,6,10,7,13,11,6
Calera de Tango,2018,6,14,13,9,9,15,9,9,9,11,8,9
Calera de Tango,2017,9,6,6,9,13,14,11,15,10,11,7,10
Calera de Tango,2016,6,6,7,11,8,7,9,14,9,11,6,6
Calera de Tango,2015,6,7,11,10,10,6,20,8,9,8,7,9
Calera de Tango,2014,10,6,10,7,12,13,15,9,15,7,6,10
Calera de Tango,2013,6,5,13,2,7,13,9,15,11,10,8,10
Calera de Tango,2012,5,6,9,8,11,15,8,9,13,18,9,6
Calera de Tango,2011,8,6,7,8,11,12,13,14,7,8,10,9
Calera de Tango,2010,8,8,2,10,6,4,7,11,11,6,7,16
Calera de Tango,2009,6,5,11,7,7,8,8,14,7,8,10,6
Calera de Tango,2008,10,12,8,9,5,10,8,10,8,3,12,12
Calera de Tango,2007,8,4,5,6,4,9,14,13,6,2,11,5
Calera de Tango,2006,4,5,4,3,9,7,5,9,8,5,8,7
Calera de Tango,2005,3,4,7,3,5,3,7,5,4,3,2,7
Calera de Tango,2004,4,7,7,1,7,10,8,3,2,8,8,2
Calera de Tango,2003,8,3,6,7,5,4,7,7,6,4,9,8
Calera de Tango,2002,3,3,8,5,6,3,5,4,4,7,5,6
Calera de Tango,2001,7,6,3,2,6,3,9,4,3,3,1,4
Calera de Tango,2000,7,6,8,3,6,7,3,3,8,3,3,5
Cerrillos,2020,46,33,33,30,50,,,,,,,
Cerrillos,2019,27,26,26,45,39,35,58,45,36,36,33,41
Cerrillos,2018,38,31,29,27,29,41,43,49,29,35,41,32
Cerrillos,2017,38,36,38,39,41,40,41,42,29,47,27,30
Cerrillos,2016,36,35,35,22,37,47,59,44,43,33,39,36
Cerrillos,2015,36,30,33,40,39,46,25,46,34,37,27,40
Cerrillos,2014,35,28,35,36,37,56,45,46,45,30,41,38
Cerrillos,2013,33,37,32,33,45,48,37,42,34,33,38,41
Cerrillos,2012,43,40,23,38,28,29,41,29,25,48,28,33
Cerrillos,2011,32,34,27,45,37,33,33,43,39,28,32,38
Cerrillos,2010,35,37,34,32,52,34,52,40,35,26,31,25
Cerrillos,2009,37,31,25,27,36,39,36,31,41,38,42,39
Cerrillos,2008,35,28,28,37,29,44,40,32,32,33,30,34
Cerrillos,2007,36,28,41,23,33,37,30,48,38,24,26,32
Cerrillos,2006,29,16,25,42,20,33,44,39,25,39,27,28
Cerrillos,2005,27,36,30,31,31,38,40,37,38,22,24,25
Cerrillos,2004,28,31,32,26,30,47,51,31,31,29,28,38
Cerrillos,2003,34,26,31,26,29,28,39,41,41,27,33,38
Cerrillos,2002,32,32,26,28,29,39,48,37,26,46,23,27
Cerrillos,2001,30,25,24,23,35,51,42,30,37,28,24,23
Cerrillos,2000,24,23,24,30,29,35,41,22,30,36,23,25
Cerro Navia,2020,66,54,86,75,154,,,,,,,
Cerro Navia,2019,64,78,60,83,76,97,95,84,85,66,83,52
Cerro Navia,2018,70,61,67,59,99,84,83,103,90,77,76,75
Cerro Navia,2017,76,58,62,65,90,87,99,93,85,74,65,76
Cerro Navia,2016,67,71,77,69,87,80,94,98,91,54,61,63
Cerro Navia,2015,74,53,71,60,79,102,73,87,81,81,59,63
Cerro Navia,2014,68,70,77,76,74,71,117,77,72,74,82,59
Cerro Navia,2013,75,67,64,81,79,86,97,89,70,74,68,63
Cerro Navia,2012,68,73,64,74,87,99,96,92,67,66,57,69
Cerro Navia,2011,83,65,57,73,73,98,100,78,65,71,60,68
Cerro Navia,2010,50,55,64,63,73,82,96,87,84,79,63,69
Cerro Navia,2009,74,56,62,56,82,77,93,83,70,80,74,74
Cerro Navia,2008,60,56,55,76,66,66,62,67,65,55,72,58
Cerro Navia,2007,64,56,58,70,88,90,95,80,84,85,66,55
Cerro Navia,2006,60,49,60,69,66,68,75,76,78,57,49,69
Cerro Navia,2005,58,53,63,57,73,75,79,69,71,59,55,59
Cerro Navia,2004,62,57,51,60,68,78,66,75,73,59,56,68
Cerro Navia,2003,75,52,42,80,67,62,75,89,51,59,57,58
Cerro Navia,2002,56,49,54,65,62,63,70,73,69,61,56,61
Cerro Navia,2001,63,42,58,62,60,79,70,55,71,62,63,52
Cerro Navia,2000,54,42,56,58,69,60,70,55,66,51,63,68
Colina,2020,41,33,38,46,75,,,,,,,
Colina,2019,41,35,35,52,32,53,54,45,52,44,45,39
Colina,2018,34,37,32,31,41,45,59,61,40,43,45,55
Colina,2017,32,32,32,35,46,42,61,60,39,39,28,37
Colina,2016,41,35,27,48,37,46,55,35,44,42,26,36
Colina,2015,38,26,41,43,28,46,44,50,36,37,37,24
Colina,2014,25,28,32,36,47,38,53,38,29,33,47,34
Colina,2013,39,31,28,42,35,48,39,34,27,26,40,27
Colina,2012,35,26,29,36,31,36,35,34,40,41,22,26
Colina,2011,30,27,30,22,37,43,36,35,28,25,33,30
Colina,2010,34,27,34,37,40,29,45,33,51,42,24,27
Colina,2009,34,29,26,27,34,41,41,31,38,27,28,35
Colina,2008,21,22,19,27,37,32,27,30,34,17,18,26
Colina,2007,33,13,28,21,31,34,29,38,29,26,23,23
Colina,2006,22,34,28,22,30,24,25,30,26,23,24,28
Colina,2005,29,13,26,21,22,20,24,29,26,23,26,31
Colina,2004,27,19,26,38,30,27,15,21,27,21,20,28
Colina,2003,25,21,24,22,30,21,25,29,18,12,22,23
Colina,2002,24,15,23,18,14,14,21,29,36,18,21,24
Colina,2001,24,27,21,17,30,27,31,25,14,14,26,23
Colina,2000,19,17,21,21,21,17,24,17,21,24,24,17
Conchalí,2020,76,53,82,82,157,,,,,,,
Conchalí,2019,69,77,71,87,97,109,95,86,83,82,92,69
Conchalí,2018,66,58,66,80,83,97,110,127,75,77,58,70
Conchalí,2017,79,69,68,73,83,96,96,96,87,83,76,54
Conchalí,2016,89,65,60,60,84,81,99,88,88,76,62,80
Conchalí,2015,85,68,82,76,91,97,90,101,91,75,79,74
Conchalí,2014,68,56,69,93,78,107,112,101,90,81,78,75
Conchalí,2013,60,65,56,65,94,76,98,100,78,73,67,70
Conchalí,2012,63,79,71,82,72,89,101,111,65,79,80,81
Conchalí,2011,54,70,78,74,85,91,98,80,61,59,69,76
Conchalí,2010,56,69,64,73,100,77,102,98,98,77,63,78
Conchalí,2009,74,51,74,78,77,90,93,69,80,73,50,83
Conchalí,2008,74,71,65,60,79,84,103,94,95,75,68,62
Conchalí,2007,84,67,77,52,86,104,104,89,82,69,61,59
Conchalí,2006,73,51,56,68,82,71,87,76,76,76,65,67
Conchalí,2005,57,65,74,63,70,93,68,94,73,75,63,63
Conchalí,2004,83,62,63,64,95,98,94,96,80,79,62,82
Conchalí,2003,58,59,49,67,76,74,106,99,82,64,53,68
Conchalí,2002,71,45,42,78,79,66,72,94,78,55,60,59
Conchalí,2001,87,47,58,60,82,96,121,85,68,79,63,59
Conchalí,2000,66,55,57,61,80,87,95,79,86,59,58,86
Curacaví,2020,16,17,17,15,21,,,,,,,
Curacaví,2019,14,9,12,18,18,25,18,20,12,20,23,21
Curacaví,2018,14,14,13,12,13,18,22,18,19,13,13,12
Curacaví,2017,15,16,10,11,21,22,19,19,12,18,17,12
Curacaví,2016,13,11,13,14,9,24,25,14,11,22,24,13
Curacaví,2015,12,8,18,11,15,19,11,15,13,22,16,8
Curacaví,2014,18,7,15,19,11,12,19,17,22,12,20,11
Curacaví,2013,19,11,11,10,10,13,25,13,15,8,16,18
Curacaví,2012,4,10,21,7,11,15,16,19,15,8,13,11
Curacaví,2011,11,11,6,13,21,18,15,19,13,9,6,13
Curacaví,2010,15,11,9,15,9,16,23,16,18,16,11,9
Curacaví,2009,10,8,15,11,12,16,10,11,12,13,9,20
Curacaví,2008,9,12,6,13,14,15,10,11,13,11,13,10
Curacaví,2007,11,8,9,11,16,19,18,9,14,11,12,14
Curacaví,2006,5,11,9,9,10,15,12,10,14,13,6,9
Curacaví,2005,10,5,7,9,7,12,14,14,12,8,8,13
Curacaví,2004,6,9,9,16,7,7,12,13,3,9,11,14
Curacaví,2003,5,13,8,9,9,7,14,8,10,6,11,10
Curacaví,2002,4,4,14,8,7,9,11,11,5,6,5,13
Curacaví,2001,10,9,4,6,14,9,13,11,14,8,9,5
Curacaví,2000,8,8,7,10,10,7,14,10,6,3,9,12
El Bosque,2020,83,79,90,93,146,,,,,,,
El Bosque,2019,85,84,69,82,106,121,85,104,92,84,78,70
El Bosque,2018,71,72,73,62,99,99,111,97,89,84,91,97
El Bosque,2017,75,62,71,69,72,108,120,121,79,90,91,78
El Bosque,2016,98,75,87,84,81,91,112,89,83,85,75,79
El Bosque,2015,87,71,67,75,80,99,99,101,92,98,84,94
El Bosque,2014,62,61,87,67,99,105,109,92,84,107,81,89
El Bosque,2013,88,56,91,74,93,90,99,104,98,88,76,76
El Bosque,2012,72,65,76,68,99,105,112,105,86,92,83,71
El Bosque,2011,91,68,67,63,66,101,102,87,69,96,68,89
El Bosque,2010,72,70,76,83,87,74,102,110,84,87,66,92
El Bosque,2009,80,61,81,74,88,86,102,84,91,73,71,80
El Bosque,2008,77,64,66,76,85,83,92,77,76,78,78,93
El Bosque,2007,77,59,57,72,101,111,100,90,83,67,70,63
El Bosque,2006,59,62,55,63,69,86,92,66,72,61,67,62
El Bosque,2005,67,73,59,73,67,99,80,97,77,62,66,66
El Bosque,2004,72,63,71,72,81,71,93,63,54,51,75,71
El Bosque,2003,66,53,60,66,67,74,96,72,75,63,65,64
El Bosque,2002,62,59,54,54,76,86,69,73,58,65,75,60
El Bosque,2001,61,65,69,72,74,77,75,71,75,83,63,70
El Bosque,2000,70,54,70,62,81,75,88,70,85,68,59,64
El Monte,2020,12,11,18,11,29,,,,,,,
El Monte,2019,13,13,11,14,21,20,19,20,25,10,15,11
El Monte,2018,15,9,13,19,14,27,9,18,13,14,18,17
El Monte,2017,22,18,20,22,14,15,17,15,12,16,15,12
El Monte,2016,12,17,9,11,12,13,20,20,15,16,17,9
El Monte,2015,14,15,11,20,15,15,18,16,14,16,16,16
El Monte,2014,18,10,15,12,9,14,15,19,18,7,11,11
El Monte,2013,17,11,16,18,16,15,10,18,18,18,12,14
El Monte,2012,9,8,9,12,21,19,12,19,9,20,14,15
El Monte,2011,13,13,16,9,17,12,20,22,19,17,16,11
El Monte,2010,10,10,15,16,10,15,17,14,10,14,12,22
El Monte,2009,12,5,11,8,17,9,19,20,14,11,16,8
El Monte,2008,6,6,18,10,16,17,11,13,10,15,12,11
El Monte,2007,9,6,8,12,21,23,17,10,6,6,16,15
El Monte,2006,10,15,10,11,13,8,13,17,9,16,14,13
El Monte,2005,11,9,9,9,15,12,14,8,14,10,15,4
El Monte,2004,11,10,4,17,20,26,16,13,8,13,12,16
El Monte,2003,14,12,13,6,10,16,12,6,13,11,17,7
El Monte,2002,9,8,15,14,10,10,16,13,11,10,10,6
El Monte,2001,10,5,8,12,11,19,21,14,11,11,10,16
El Monte,2000,8,12,9,16,6,13,11,12,12,10,5,12
Estación Central,2020,55,60,61,70,139,,,,,,,
Estación Central,2019,71,49,59,77,86,89,109,90,87,72,67,51
Estación Central,2018,63,50,63,60,69,88,103,91,75,75,76,68
Estación Central,2017,52,61,59,56,91,99,90,95,79,60,63,60
Estación Central,2016,60,65,59,70,72,90,113,85,79,63,60,58
Estación Central,2015,85,55,68,52,85,77,87,99,84,78,75,88
Estación Central,2014,73,59,60,64,66,89,93,75,86,69,75,85
Estación Central,2013,68,61,67,74,76,83,88,102,87,74,59,77
Estación Central,2012,63,64,47,64,87,98,84,76,82,88,74,73
Estación Central,2011,65,70,62,68,95,84,91,80,70,52,72,65
Estación Central,2010,77,74,55,83,80,74,84,91,86,72,76,59
Estación Central,2009,80,58,53,76,72,88,92,81,69,72,67,75
Estación Central,2008,71,54,65,76,92,79,101,73,84,70,58,71
Estación Central,2007,67,63,53,65,84,105,108,84,77,76,65,61
Estación Central,2006,74,60,55,66,83,76,74,95,83,68,69,72
Estación Central,2005,45,54,66,66,82,75,80,65,70,77,80,67
Estación Central,2004,70,57,69,77,88,93,92,86,67,89,73,50
Estación Central,2003,62,48,69,60,76,88,92,89,58,71,63,53
Estación Central,2002,56,55,56,92,71,96,81,74,73,82,82,80
Estación Central,2001,73,64,82,75,78,101,106,84,61,56,74,101
Estación Central,2000,69,72,69,68,83,58,85,70,68,77,61,93
Huechuraba,2020,46,27,44,50,89,,,,,,,
Huechuraba,2019,41,41,29,43,46,46,52,52,41,44,37,40
Huechuraba,2018,50,30,39,34,46,47,50,55,47,44,40,55
Huechuraba,2017,26,34,38,34,37,54,54,33,42,43,22,35
Huechuraba,2016,33,30,36,37,46,38,55,48,32,42,41,36
Huechuraba,2015,26,29,38,28,34,36,50,43,50,33,38,36
Huechuraba,2014,29,33,35,34,40,45,51,37,34,42,35,42
Huechuraba,2013,40,31,27,25,41,33,42,37,37,40,38,32
Huechuraba,2012,28,27,41,35,29,40,36,28,40,29,30,34
Huechuraba,2011,41,23,27,26,39,50,36,34,50,39,24,33
Huechuraba,2010,35,37,30,28,35,29,35,46,40,34,23,30
Huechuraba,2009,43,25,28,33,37,34,30,38,29,37,32,36
Huechuraba,2008,22,19,24,25,33,24,28,32,23,35,31,37
Huechuraba,2007,29,32,16,33,28,37,37,38,42,31,32,30
Huechuraba,2006,23,22,29,35,26,25,31,34,23,32,22,34
Huechuraba,2005,21,21,32,23,16,26,25,26,33,34,18,23
Huechuraba,2004,25,12,21,30,37,38,34,31,23,26,26,24
Huechuraba,2003,29,27,21,28,26,27,28,31,25,29,21,19
Huechuraba,2002,26,19,20,26,15,19,25,22,19,25,22,29
Huechuraba,2001,20,28,25,25,26,22,39,20,29,18,34,27
Huechuraba,2000,29,22,25,20,20,34,37,26,36,28,35,15
Independencia,2020,80,48,69,79,165,,,,,,,
Independencia,2019,76,63,56,58,71,74,75,75,53,69,74,82
Independencia,2018,74,56,65,56,58,78,89,82,59,86,61,82
Independencia,2017,70,86,62,45,79,132,91,70,69,77,61,53
Independencia,2016,66,59,49,57,80,62,99,86,90,81,60,46
Independencia,2015,72,70,61,58,79,88,89,81,72,88,76,70
Independencia,2014,64,43,59,70,67,74,105,78,79,64,71,71
Independencia,2013,61,51,69,62,72,72,97,84,69,87,74,66
Independencia,2012,79,64,61,71,71,95,106,99,85,70,61,69
Independencia,2011,66,68,75,62,78,91,97,73,84,60,43,70
Independencia,2010,72,60,81,76,77,86,108,96,110,72,51,68
Independencia,2009,75,65,79,61,94,93,108,86,82,91,74,74
Independencia,2008,75,53,73,62,70,83,92,89,80,98,71,72
Independencia,2007,68,63,73,59,85,116,85,80,78,109,83,77
Independencia,2006,80,66,67,61,65,56,80,81,78,64,62,81
Independencia,2005,59,55,68,64,72,80,89,83,75,66,59,66
Independencia,2004,58,56,56,59,107,115,105,90,73,76,53,76
Independencia,2003,84,56,50,72,95,68,82,79,81,89,62,67
Independencia,2002,58,66,58,64,64,84,104,70,76,65,50,63
Independencia,2001,52,51,48,54,59,90,92,74,56,45,57,58
Independencia,2000,66,56,56,72,67,80,67,70,63,57,79,64
Isla de Maipo,2020,13,11,18,6,18,,,,,,,
Isla de Maipo,2019,16,7,12,17,18,27,22,15,6,12,18,10
Isla de Maipo,2018,21,10,7,10,12,17,25,11,14,16,9,17
Isla de Maipo,2017,8,15,14,20,17,17,18,21,15,14,12,10
Isla de Maipo,2016,14,12,11,21,16,16,18,20,27,17,14,14
Isla de Maipo,2015,13,20,15,18,9,18,12,14,10,15,13,11
Isla de Maipo,2014,18,11,9,12,14,21,17,14,20,14,11,11
Isla de Maipo,2013,8,15,11,11,12,12,16,18,19,16,18,12
Isla de Maipo,2012,11,10,9,12,15,11,14,18,9,17,13,18
Isla de Maipo,2011,15,11,10,15,13,15,13,16,14,7,11,15
Isla de Maipo,2010,12,12,7,9,13,16,16,15,19,10,14,11
Isla de Maipo,2009,16,12,9,17,12,12,17,16,19,10,10,23
Isla de Maipo,2008,9,13,12,13,16,5,6,14,15,10,8,12
Isla de Maipo,2007,13,7,8,14,12,12,20,22,13,14,16,11
Isla de Maipo,2006,19,10,14,15,11,9,13,13,13,20,8,9
Isla de Maipo,2005,9,7,12,17,12,7,13,15,23,13,13,9
Isla de Maipo,2004,10,10,9,5,14,10,12,13,16,14,12,7
Isla de Maipo,2003,5,8,9,11,11,13,16,15,10,14,12,10
Isla de Maipo,2002,7,9,11,10,13,14,18,13,15,19,9,8
Isla de Maipo,2001,12,9,12,3,14,14,15,4,12,6,9,8
Isla de Maipo,2000,9,11,7,13,10,8,14,7,7,16,10,7
La Cisterna,2020,51,34,54,54,95,,,,,,,
La Cisterna,2019,51,52,47,62,64,61,86,81,71,75,64,59
La Cisterna,2018,54,45,55,50,62,82,64,88,56,64,55,52
La Cisterna,2017,69,42,44,55,57,86,81,81,62,51,50,57
La Cisterna,2016,66,57,57,52,79,72,85,66,75,73,61,58
La Cisterna,2015,64,50,58,57,76,71,67,65,68,61,57,59
La Cisterna,2014,43,40,60,52,66,83,99,56,63,63,61,56
La Cisterna,2013,57,52,41,53,64,65,67,66,61,58,39,59
La Cisterna,2012,62,48,48,30,58,65,82,76,62,65,48,44
La Cisterna,2011,60,45,56,41,57,62,83,72,49,61,46,50
La Cisterna,2010,47,54,52,55,69,61,67,67,66,69,46,47
La Cisterna,2009,49,33,50,44,51,75,62,53,51,62,53,57
La Cisterna,2008,50,41,38,46,50,55,56,57,49,52,43,45
La Cisterna,2007,40,36,53,46,53,80,78,57,68,57,54,58
La Cisterna,2006,51,40,45,52,60,64,65,68,60,40,45,52
La Cisterna,2005,48,36,46,45,65,62,64,47,49,58,45,46
La Cisterna,2004,41,47,42,39,55,62,62,44,38,35,47,57
La Cisterna,2003,42,46,38,46,60,45,62,47,58,44,48,36
La Cisterna,2002,48,44,43,61,46,50,56,52,45,48,36,47
La Cisterna,2001,42,50,36,45,49,50,62,59,39,45,41,44
La Cisterna,2000,43,49,42,52,61,48,53,49,50,53,36,54
La Florida,2020,187,165,190,176,281,,,,,,,
La Florida,2019,158,168,185,180,202,207,224,213,199,159,166,158
La Florida,2018,156,139,143,174,187,200,186,199,161,199,159,171
La Florida,2017,175,127,155,151,178,230,211,169,192,178,155,172
La Florida,2016,165,154,141,170,188,179,217,192,182,142,138,158
La Florida,2015,170,146,127,139,207,170,187,182,193,192,159,146
La Florida,2014,143,133,137,185,153,194,204,192,157,158,167,141
La Florida,2013,145,150,157,161,164,166,197,217,172,186,162,131
La Florida,2012,139,134,159,143,144,175,172,187,190,158,126,155
La Florida,2011,149,122,139,159,145,156,184,203,160,157,141,154
La Florida,2010,164,147,139,140,137,179,197,202,180,176,133,130
La Florida,2009,137,125,116,116,156,149,160,155,159,137,140,121
La Florida,2008,137,123,140,127,139,134,145,126,136,133,126,122
La Florida,2007,126,116,126,124,135,188,179,179,129,131,136,144
La Florida,2006,124,107,120,123,139,141,171,138,172,132,124,138
La Florida,2005,137,94,126,105,132,163,147,157,130,148,114,126
La Florida,2004,137,102,126,121,177,176,169,148,107,142,111,112
La Florida,2003,137,125,104,128,144,129,164,161,118,135,121,122
La Florida,2002,115,94,108,123,117,111,150,159,145,144,126,125
La Florida,2001,92,102,111,103,135,156,141,149,136,125,111,126
La Florida,2000,100,109,119,136,126,142,144,121,129,114,110,98
La Granja,2020,73,69,66,64,126,,,,,,,
La Granja,2019,74,45,67,59,78,82,97,79,68,69,54,54
La Granja,2018,57,63,62,41,59,68,72,90,80,58,58,57
La Granja,2017,74,47,55,53,71,89,92,72,67,67,59,47
La Granja,2016,64,61,65,60,62,70,84,80,59,73,58,61
La Granja,2015,72,48,72,74,69,63,72,79,65,60,61,70
La Granja,2014,64,60,60,63,64,72,91,66,76,53,57,55
La Granja,2013,65,62,55,72,64,67,70,71,61,67,64,58
La Granja,2012,55,53,50,45,70,79,75,78,77,57,40,55
La Granja,2011,61,45,55,67,68,67,89,68,63,59,61,61
La Granja,2010,57,42,59,54,59,67,60,69,70,67,46,53
La Granja,2009,52,47,39,52,77,66,54,76,66,65,81,55
La Granja,2008,64,51,44,55,61,64,68,72,48,57,54,53
La Granja,2007,51,46,48,63,72,78,66,70,71,70,54,50
La Granja,2006,52,37,54,58,64,61,74,58,49,60,53,47
La Granja,2005,52,35,38,54,54,61,50,61,65,52,56,59
La Granja,2004,62,45,54,64,83,67,67,58,48,54,49,42
La Granja,2003,50,44,46,44,59,51,56,68,54,56,44,56
La Granja,2002,53,40,45,40,51,60,60,67,70,58,47,60
La Granja,2001,51,66,52,38,72,70,74,50,47,48,49,49
La Granja,2000,47,47,45,59,56,53,68,57,57,45,52,53
La Pintana,2020,87,79,81,84,175,,,,,,,
La Pintana,2019,64,71,84,73,90,114,100,97,92,84,76,75
La Pintana,2018,78,67,76,71,87,85,107,99,86,98,67,78
La Pintana,2017,69,77,68,86,86,103,92,82,81,86,58,72
La Pintana,2016,77,60,84,67,73,80,99,83,74,73,49,55
La Pintana,2015,74,70,71,66,74,92,101,97,81,71,81,80
La Pintana,2014,80,55,71,77,92,90,107,80,84,79,82,69
La Pintana,2013,61,66,83,77,82,92,102,88,78,65,78,70
La Pintana,2012,78,66,56,68,58,83,85,84,79,69,73,55
La Pintana,2011,83,49,78,65,90,91,87,78,61,82,57,74
La Pintana,2010,64,61,72,60,79,81,72,95,89,58,51,63
La Pintana,2009,76,67,62,71,64,78,70,59,62,57,61,59
La Pintana,2008,78,55,62,63,53,71,73,85,71,57,55,54
La Pintana,2007,52,55,55,68,53,77,90,84,68,74,59,56
La Pintana,2006,64,44,49,47,77,75,83,71,69,55,49,69
La Pintana,2005,54,38,60,57,59,67,65,78,59,58,45,49
La Pintana,2004,59,59,52,40,83,70,69,77,62,54,48,62
La Pintana,2003,44,38,41,41,64,60,60,51,75,71,65,48
La Pintana,2002,49,55,38,67,53,58,66,53,52,50,54,42
La Pintana,2001,59,45,39,57,50,67,59,50,59,50,50,54
La Pintana,2000,43,46,41,51,46,51,55,61,54,52,69,54
La Reina,2020,55,49,37,43,73,,,,,,,
La Reina,2019,54,36,44,48,56,58,63,63,66,53,58,53
La Reina,2018,46,46,56,53,44,49,50,58,60,52,43,36
La Reina,2017,63,47,39,57,51,62,64,58,53,46,36,46
La Reina,2016,40,51,49,55,60,46,56,50,57,44,54,54
La Reina,2015,49,46,42,46,59,70,62,62,42,41,52,40
La Reina,2014,38,35,40,55,46,68,56,68,59,47,48,35
La Reina,2013,42,38,45,43,43,50,64,61,56,52,56,38
La Reina,2012,32,39,44,44,52,58,69,67,51,53,48,47
La Reina,2011,44,36,41,38,41,50,68,57,55,38,39,55
La Reina,2010,44,34,44,51,57,57,61,59,48,52,44,48
La Reina,2009,43,32,50,41,52,53,58,45,46,41,46,46
La Reina,2008,56,46,44,43,52,52,44,51,44,50,42,34
La Reina,2007,37,42,34,40,58,73,65,62,57,51,47,45
La Reina,2006,37,39,49,36,42,52,46,48,41,45,45,49
La Reina,2005,33,45,47,43,62,64,46,54,51,31,40,58
